id,aggression,offense,codemixed,tweet
5566,2,1,0,"Don't worry, when the west becomes a global Lebanon/Venezuela due to the coming ""climate migrant"" crisis, and other such attempts at globalisation, you'll see a new, much more brutal patriarchy form as the rule of law breaks down.

For reference, see the entire developing world. "
4638,0,0,0,Rape?!? And which part of the law says that??? 
216,0,0,0,"Tied to an entire food industry (explicitly supported by the State, par ex Bimbo in MX, PepsiCo in US/MX) based on decomposing this handful of crops into innumerable “components” to be reassembled into shelf-stable foods, that in turn are able to universally flood urban spaces "
7110,1,1,1,மூதேவி. அவர fake ndra.. நீ கெட்ட வார்த்தையா பேசுற. எச்சக்கல நாயே.. கேப்பமாரி  டா நீ... இதுல மூஞ்சிய வேற காட்டிகிட்டு ஆட்டுர. த்தூ.. நாயே.. கேட்ட  கேள்விக்கு பதில் சொல்லு டா. 
8264,0,0,0,What is dhorahae? Anyway can you please explain the whole tweet I'm not an Indian ARMY and this tweet never reached my timeline 
1744,0,0,1,@USER @USER Sirs can govt of India provide and make artificial insemination i e. IVF /IUI free for married couples to procreate? As Men in India are at risk of being sent to jail under #Maritalrape if wife gets pregnant through natural ways. #MenToo 
3996,1,0,0,Suicide Mission of Demonetisation 
19,1,1,0,@USER its quite ridiculous to demand that non citizens/illegals be allowed to vote. on the convicted realm to seek voting rights for death row is also incorrect.though undertrials shd be allowed to vote. 
60,2,1,1,Ppl are rotting in jails without trials. Families getting destroyed. Animal like living in jails. No remadies against such plight so undertrials go mad or commit suicide. Sarkar sleeps. Coz.. insensitive 
479,0,1,0,The Congress supported Triple Talaq by opposing bill to ban it. opposes Uniform Civil code and Art 370.This is a bigger disgrace than any right wing party. 
6984,0,0,0,Get fit and ready for IPL. India is doing well  without you. 
6649,0,0,0,"That's amazing to hear you learned how to solve sudoku  puzzles, what resources did you use to learn how to solve them? "
5103,0,0,0,“We used to hang like the days of the lynching” 
3383,1,0,1,"We want hindu muslim sikh Jain parsi baudh Jew all judges in every panel.
Secularism yaha bhi "
2226,1,1,1,"PFI hired Kapil Sibal, paid him in crores of Rs and succeeded in reversing the decision of Kerala High court related to Hadiya’s marriage with Shafeen Jahan- a classic case of love Jihad
The Ugly Truth of OMA Salam "
6999,2,0,0,"After reading headlines that goes "" Rajasthan Royals banned for 3 years from IPL"" "
2040,1,0,0,And thank god they were kept after demonetisation 
5688,0,0,1,Sure.. Asanti Sana Afande for reopening borderlands also a good measure with corruption at COVID-19 tests at border points ! 
4877,0,0,0,"Failed gqp polices do have a cost, at least Biden has kept inflation a few points below the rest of the world "
1023,1,0,1,Mr Modi calls Golwalkar his political guru. 
4930,1,0,1,Why are you name calling? Where have i said anything to hate Dalits? See that is why you drift off. Any Dalit hurt is a crime against Dalit? Any 2 people fight and one is a Dalit becomes an attack on a Dalit? 
1459,0,1,0,It is said that most men are tricked by women into sex the first time in their lives. #MaritalRape 
5755,2,1,0,Oh Hate Speech-Like when Trump spoke ill of the Asians in America claiming they caused Covid-19 and people were attacking them. How about when Trump and a few of his partners in crime called Haiti a sh*t hole because those people are Black? 
4899,0,0,0,"I don’t know if that’s case I don’t follow the so called Indian national media! But even I get the feeling that he is a stooge to the upper echelons of the party, not because he is Dalit, I never cared much about it, I never viewed it in that angle! I support Tharoor for change! "
2373,0,1,1,"Yeah and on Aurangzeb’s order he established hindu swarajya and took official title “GauBrahmanPratipalak “, did gharwapasi of Muslims in Hinduism, Mohammad Kuli khan-> Netaji Palkar. Replaced Farsi with Sanskrit. "
1086,1,1,0,"M.S. Golwalkar said in his 1966 book Bunch of Thoughts that Tricolour was ‘not inspired by any national vision’.
He never respected Tiranga.
Tiranga Virodhi RSS "
3987,0,0,0,"India shd hv demonetisation every 2 year until we completely move to digital currency, until we hv std rate of stamp duty & registration charges countrywide.  Price of housing land and apartments were sky rocketing, now under control. Money in gunny bags & trunk boxes cut down "
2966,2,1,0,So Modi fears protest. What nonsense is this when he does all sorts of things including demonetisation GST to cracker ban all done. You will never have all the people supporting anything. The question is are you serious about something and use the power by people for that or not. 
7629,0,0,1,"Give kl 1 more chance vs SA if hee didn't perform give him some rest and open with pant Or hooda 
Kohli and surya are good at 3,4 as they can finish and give stable middle order. 
Just try this and result will be definitely better than this. #good #for #TeamIndia @USER @USER "
1443,0,0,0,"A national debate is going on the marital rape. A debate is always welcome but, this is relationship that binds both for end of their lives n makes them comprises many things.  It is absolutely not necessary in India if the Hindu culture is truely followed. "
2217,1,1,0,And Love jihad targeted Hindu Girls get killed by them makes you feel proud? 
4164,1,1,1,Oh Man! Phir wahi raag. What is your problem with Sadhvi Pragya? There is one solution to your problems.  Boycott Halal. Boycott Bollywood. Do Ghar Wapasi. 
6456,0,0,0,"Indira Gandhi - first female Indian PM in 1966

Margaret Thatcher- first female British PM in 1979 @USER "
6180,0,1,1,Sahi kaha is aadhar p ye siddh hua ki ambedkar r unki galti se paida hui auladen dalit nahi thi 
5777,0,0,0,"Better yet, which countries had no lockdown? "
1271,2,1,0,yeah right I have enough time for rightwing trash ... Have u read Golwalkar (mentioned in your facebook references) & his experiments with eugenics? If that is not racism ... 
2962,0,0,0,"2. Are powers u/ RBI Act enough to announce demonetisation?

Mr. Chidambaram: In 1978, Union demonetised select currency notes through an Act debated in Parliament. The 2016 demonetisation scheme draws it's legitimacy entirely from the RBI Act. This is outside scope of Act "
6824,0,0,1,nan 
2426,2,1,1,#NobelPrize2022 India will win nobel prize in economics for demonetisation 
3676,1,0,0,"Many
Cheating, cheating using false identity & false information to public servant. 
But not that serious a case to be honest.

They will have to put NSA/UAPA to detain him.

Else bail soon. "
5887,1,0,0,I was never furloughed? Yet we had to cancel the annual xmas do we have because the country was in lockdown? So why should he be allowed to party when even we had to adhere to the rules he set himself? 
3342,0,0,0,"I am still missing the explanation why...
I told you what the issue with religious laws is. What is your issue with secularism?
You still can pray, you still can follow your religious rules, you just can't impose them on people who don't believe the same thing you do. "
1295,0,0,1,"Exactly the same work what Golwalkar, Hedgewar, Dindayal Upadhyaay did for Freedom Struggle. "
1024,1,1,1,"The vision of RSS is based on the book ""BUNCH OF THOUGHT"" by Golwalkar and the ideas of Savarkar who always opposed the freedom struggle of India #RSSBrokeIndia "
4497,2,1,0,"Inflation and gas prices go up and down. A pregnant teen forced to give birth to her rapist’s baby lasts forever. 

So does Trump and the GOP’s deadly coup against the U.S. "
1364,1,1,0,#MaritalRape Wow! So many men objecting against the Marital Rape Law but never dares to ask the female in the house how they have been bearing the pain of living with demons? Totally hypocritical image. As if we didn't have enough problems on our plate than dealing with this. 
8146,0,0,1,"जय हिंद जय अखंड भारत। 
वन्दे मातरम #Indian_Army #Indian_Army_Special_Forces "
3614,0,1,1,Wale ku aasalam jumma Mubarak humko inki I'd dedo taki hum iss mohtarma se shadi karke unki ghar wapasi karwa sake 
5347,0,0,1,AsraPanahi an Iranian schoolgirl who was beaten and killed by the Iran regime's agents during a school protest over the forced hijab law on Wednesday. The Islamic regime obtained an on air forced confession from her uncle to distort the fact. #مهسا_امینی 
8062,0,0,1,"Wdym indian army's didn't shower today, I didn't too but I'm going to shower "
2101,1,1,0,The victimhood never stops. Please think about the love(lust)-jihad victims. You showing the identity will help save their lives. Think of this little additional burden as a way to help your Hindu sisters. 
4015,2,1,1,"Kyu samay lagega?? 2014 me Vote lene ke time pe kam padhe-likho ko whatsapp/FB forward '3 saal me POK apna hoga, aur 5 saal me Akhand Bharat, Demonetisation se terror band' jaise massages se chu**ya banaya tha, aur ab 8th saal me logo ko marawa ke, china ko andar bula ke bakwas.. "
6158,1,0,1,"Kisi aur ko chalna ki sab barabar hote hai , Bachpan se dosti rahi hai sab pata hai kiske surname kya hote hai kya nahin, aur haan yeh jo ghatia khawab paal rakhe na tumne ki 30% dalit ko tod loge woh chor de woh sab dekh rahe tumne pakistan mai kya haal kiya hai unka .. "
3151,2,1,0,#SupremeCourt should be ashamed demanding discussion before #Demonetisation .if @USER ask the parliament to pass the bill then what's the mean Of #Demonetisation .The judges of supreme court only has law knowledges doesn't have brain. @USER @USER @USER 
2997,2,1,1,#Demonetisation #SupremeCourtofIndia #LaxmanRekha NIH: NOT #India HEIST! 
1562,0,0,0,"If nature provide an environment for living creatures than ofcourse it can take lives of humans.
As u sow, so shall u reap.
Brother "
5409,1,0,1,"Hijab Day in general is very shitty, making it Mahsa’s birthday is somehow even shittier. "
4636,0,0,0,"Mason Greenwood has been remanded in custody after appearing at Manchester Magistrates’ Court charged with attempted rape, controlling and coercive behaviour, and assault. #MUFC [ @USER ] "
2975,0,0,1,Tweet No 1 #15अक्टूबर_चलो_नागपुर #15अक्टूबर_चलो_नागपुर #15अक्टूबर_चलो_नागपुर @USER @USER @USER @USER @USER 
